Products,Reviews,Ratings
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
Monitor,"Superb monitor , best colors and 165 hz on hdmi . Using this monitor also boosts fps by 20% . I used to get about 120 fps on the laptop display in valorant. ...
Read full review",5
Monitor,"The monitor is beautiful in design and it comes with inbuilt 2 units of 2w speaker at back.The built quality is also good. The screen quality is best.... And...
Read full review",5
Monitor,Excellent product at this price range,5
Monitor,"Worth it ,Good HD monitor fully happy satisfied thank u flipkart",5
Monitor,Very good after using one month,4
Monitor,"Good for the price with 10% discount.

Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to ...
Read full review",4
Monitor,Great quality and the best deal on BBD.,5
Monitor,"Very Good Product. Good Packaging.
The Dell quality is there.
Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.
Got HDMI and ...
Read full review",4
Monitor,"Good Quality
But we have received late delivery",4
Monitor,"The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel t...
Read full review",5
